Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,conflict_type_valid,Conflict_Type_Valid,Year_Valid,Population_Valid,GDP_Valid,Conflict_Coordinates_Valid,On_Land,Land_Valid,Total_Deaths,Civilian_Ratio,Military_Deaths_Ratio_A,Military_Deaths_Ratio_B,Civilian_Deaths_IF_Label,Military_Deaths_IF_Label,Civ_Deaths_Valid,Mil_Deaths_Valid,Total_Deaths_Valid,GDP_Loss_Ratio,GDP_IF_Label,GDP_Loss_IF_Label,GDP_IF_Valid,GDP_Loss_IF_Valid,GDP_LOF_Label,GDP_Loss_LOF_Label,GDP_LOF_Valid,GDP_Loss_LOF_Valid,Coords_IF_Label,Coords_IF_Valid,DBSCAN_Cluster,Coords_DBSCAN_Valid,Total_Deaths_DBSCAN_Cluster,Total_Deaths_DBSCAN_Valid
UK,Ukraine,Skirmish,2001,1441,17679,26572,184954,121.27,-0.2,472.6,Urban,467.3,1185.1,20514.6,7665.7,,,Mixed,1036,97,No,6.58,No,Stalemate,33.087,-11.186,Tropical,Oil,0,1,0,1,0,0,0,0,0,229205,0.8069370214436857,37.8322276909908,22.421736562315417,1,1,1,1,1,0.004303360858472053,1,1,1,1,1,1,1,1,1,1,10,1,0,1
Canada,France,Civil War,1959,1183,30294,7184,93666,138.88,29.2,1599.7,Plains,741.3,143.8,23957.0,12840.3,NATO,,Conventional,4438,181,No,13.76,Yes,Stalemate,-32.139,164.842,Tropical,,0,1,0,1,0,0,0,0,0,131144,0.7142225340084182,40.86604613516795,49.958275382475655,1,1,1,1,1,0.0037741899541542446,1,1,1,1,1,1,1,1,1,1,66,1,0,1
India,Canada,War,2023,149,34937,12555,187346,449.13,-7.6,494.3,Forest,487.7,934.0,8817.8,13281.4,,,Conventional,1612,19,No,7.66,No,Stalemate,-52.291,88.775,Tropical,Oil,0,1,0,1,1,0,0,0,0,234838,0.7977669712738142,71.63625179413575,13.442184154175589,1,1,1,1,1,0.020323360121633365,1,1,1,1,1,1,1,1,1,1,136,1,0,1
Turkey,Japan,Civil War,1990,1051,3458,10707,137746,233.61,25.2,1288.5,Plains,1218.3,1373.8,7106.0,14809.7,NATO,NATO,Nuclear,338,161,Yes,6.22,No,Stalemate,-44.355,-90.249,Temperate,Water,0,1,0,1,0,0,0,0,0,151911,0.9067546128983418,2.8383813510629565,7.793710874945408,1,1,1,1,1,0.010659481558882446,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Australia,Canada,Skirmish,1952,987,18922,17019,160248,196.12,17.7,1226.1,Forest,1261.1,32.3,16174.3,20590.2,Regional,,Conventional,585,126,No,12.55,No,Victory_A,-74.928,-40.703,Arid,Water,0,1,0,1,1,0,0,0,0,196189,0.8168042041093028,15.00436127190548,526.904024767802,1,1,1,1,1,0.00533449387316569,1,1,1,1,1,1,1,1,1,1,159,1,0,1
Germany,Japan,Civil War,2008,584,41676,47104,80717,361.96,4.2,2159.8,Forest,457.1,1352.3,15901.5,7480.4,,NATO,Mixed,421,33,No,6.83,Yes,Victory_A,-5.213,93.555,Polar,Land,0,1,0,1,0,0,0,0,0,169497,0.4762149182581403,91.17479763727849,34.83250757967907,1,1,1,1,1,0.015480350185399816,1,1,1,1,1,1,1,1,1,1,70,1,0,1
Ukraine,Canada,War,2001,248,37112,19494,168584,454.82,22.4,577.1,Forest,129.7,26.7,2820.6,6411.5,,,Mixed,1313,114,No,8.16,No,Victory_B,-16.878,-173.047,Polar,Oil,0,1,0,1,1,0,0,0,1,225190,0.7486300457391536,286.13723978411724,730.1123595505618,1,1,1,1,0,0.04926506428656535,1,1,1,1,1,1,1,1,1,1,27,1,0,1
France,Australia,Proxy War,1983,1125,19827,49104,189798,12.62,25.2,2465.6,Desert,295.0,1177.8,23169.7,19897.3,Regional,NATO,Cyber,1313,173,No,14.22,Yes,Victory_A,-89.543,-156.973,Polar,Oil,0,1,0,1,0,0,0,1,0,258729,0.7335783773755551,67.21016949152542,41.69128884360673,1,1,1,1,1,0.0002930317876796619,1,1,1,1,1,1,1,1,-1,0,4,1,0,1
UK,Israel,Skirmish,1998,702,34679,10919,177937,224.17,32.0,978.4,Plains,664.7,1345.8,11981.6,17970.8,NATO,,Conventional,3842,20,No,17.07,Yes,Victory_B,64.146,129.392,Tropical,,0,1,0,1,0,0,0,1,1,223535,0.7960140470172457,52.17240860538588,8.113389805320256,1,1,1,1,1,0.00748420827713305,1,1,1,1,1,1,1,1,1,1,24,1,0,1
Australia,Russia,Civil War,1977,96,31118,12069,26143,305.43,6.5,1332.0,Urban,404.6,1390.2,19112.8,5648.1,NATO,Regional,Conventional,1177,166,Yes,8.7,No,Victory_B,32.736,-164.539,Tropical,Water,0,1,0,0,0,0,0,0,0,69330,0.37708062887638827,76.91052891744933,8.68148467846353,1,1,1,1,1,0.012335173600313398,1,1,1,1,1,1,1,1,1,1,87,1,0,1
Israel,Australia,Skirmish,1962,1408,16655,17433,111080,159.35,20.9,2317.0,Mountain,635.4,643.3,8989.3,30.9,Regional,Regional,Nuclear,1738,39,Yes,10.44,Yes,Stalemate,-9.587,64.265,Arid,Oil,0,1,0,1,0,0,0,0,0,145168,0.7651824093464125,26.211835064526284,27.09933157158402,1,1,1,1,1,0.017665905412296845,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Canada,Israel,Proxy War,2018,282,49877,11800,117435,386.23,17.1,1876.2,Urban,1062.4,1213.9,6545.8,16651.7,NATO,NATO,Mixed,1666,171,Yes,14.93,Yes,Victory_A,84.064,-65.194,Arid,Water,0,1,0,1,0,0,0,0,0,179112,0.6556512126490688,46.94747740963855,9.720734821649229,1,1,1,1,1,0.016649638969716565,1,1,1,1,1,1,1,1,1,1,39,1,0,1
Japan,UK,Civil War,2016,322,6006,31892,163647,485.74,13.6,924.1,Plains,589.5,172.2,2790.7,3937.9,Regional,NATO,Mixed,4223,163,No,4.5,No,Victory_A,79.297,117.321,Arid,Oil,0,1,0,1,0,0,0,0,0,201545,0.8119625889999752,10.188295165394402,185.20325203252034,1,1,1,1,1,0.07219035163332639,1,-1,1,1,1,1,1,1,1,1,-1,0,0,1
Russia,Brazil,Civil War,2010,1420,40851,33411,29080,471.72,30.1,1158.6,Mountain,276.6,596.1,6870.2,23925.3,NATO,,Mixed,4528,54,No,8.3,No,Stalemate,-72.883,125.045,Polar,,0,1,0,1,0,0,0,1,1,103342,0.2813957539045112,147.68980477223425,56.04932058379466,1,1,1,1,1,0.015317822409118217,1,1,1,1,1,1,1,1,1,1,37,1,0,1
Turkey,Brazil,Skirmish,2009,1302,4163,36768,44117,133.06,-9.9,917.4,Urban,501.8,431.9,24835.8,15114.1,Regional,Regional,Cyber,514,198,No,16.23,Yes,Stalemate,20.725,163.202,Arid,Land,0,1,0,1,0,0,0,0,0,85048,0.518730599191045,8.296133917895576,85.1308173188238,1,1,1,1,1,0.003330671666261993,1,1,1,1,1,1,1,1,1,1,124,1,0,1
France,India,Skirmish,2020,529,43314,12045,136329,113.25,2.7,1784.3,Mountain,1040.4,553.9,16452.4,21242.8,Regional,,Cyber,3329,49,No,17.89,No,Victory_B,57.064,-145.602,Tropical,Oil,0,1,0,1,1,0,0,0,0,191688,0.7112025791911857,41.63206459054209,21.745802491424445,1,1,1,1,1,0.003004361297990195,1,1,1,1,1,1,1,1,1,1,44,1,0,1
Canada,Turkey,War,1973,263,8744,37092,76483,478.75,14.2,997.9,Plains,594.3,983.1,20071.5,20142.5,Regional,NATO,Cyber,4597,185,Yes,12.9,No,Victory_A,-58.869,-27.775,Arid,Water,0,1,0,1,0,0,0,0,0,122319,0.6252748959687375,14.713107857984184,37.72963075984132,1,1,1,1,1,0.011905057940020888,1,1,1,1,1,1,1,1,1,1,123,1,0,1
Canada,Turkey,Proxy War,2012,1643,42478,46626,26689,229.37,-2.0,2177.1,Forest,350.1,123.4,23963.1,13949.4,Regional,,Mixed,988,73,Yes,7.87,No,Victory_A,-66.967,26.625,Temperate,,0,1,0,1,0,0,0,0,0,115793,0.23048888965654227,121.3310482719223,377.84440842787683,1,1,1,1,1,0.006049983514671942,1,1,1,1,1,1,1,1,1,1,54,1,0,1
Australia,Ukraine,War,2010,580,8242,47817,133914,104.23,30.9,1739.4,Plains,598.9,1397.4,1984.0,10964.4,NATO,Regional,Mixed,4512,73,No,12.12,Yes,Victory_B,-43.24,149.78,Tropical,Water,0,1,0,1,0,0,0,0,0,189973,0.7049106978360082,13.761896810819836,34.218548733361956,1,1,1,1,1,0.008049643199159743,1,1,1,1,1,1,1,1,1,1,158,1,0,1
UK,Australia,Civil War,1972,1664,31744,35734,470,353.53,19.1,437.1,Desert,637.3,889.5,4125.7,12425.0,,Regional,Conventional,4195,37,No,3.58,No,Victory_B,-39.659,-84.055,Temperate,Oil,0,1,0,1,0,0,0,0,0,67948,0.006917054217931359,49.810136513415976,40.173130972456434,-1,1,0,1,1,0.0213604258430157,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Iran,Australia,Skirmish,1979,1317,33621,18730,19248,142.28,11.5,930.8,Mountain,415.6,1223.1,23199.9,20076.7,NATO,Regional,Mixed,1417,23,Yes,0.59,Yes,Victory_B,83.697,-154.214,Arid,Land,0,1,0,1,0,0,0,0,0,71599,0.2688305702593612,80.89749759384023,15.313547543128118,1,1,1,1,1,0.0032876889589293053,1,1,1,1,1,1,1,1,-1,0,78,1,0,1
France,USA,Civil War,2009,294,11664,41136,166730,133.7,26.7,664.3,Plains,1394.0,1161.7,14118.2,16014.9,Regional,Regional,Mixed,4974,107,Yes,1.49,No,Stalemate,50.486,-107.365,Temperate,,0,1,0,1,0,0,0,1,1,219530,0.7594861750102492,8.36728837876614,35.410174743909785,1,1,1,1,1,0.00443698125981064,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Turkey,USA,Civil War,1967,1632,39719,25044,177327,439.64,10.3,1170.9,Forest,1074.9,1072.6,15874.9,5150.9,,Regional,Cyber,2725,58,Yes,2.16,Yes,Victory_B,-79.247,-1.592,Tropical,Land,0,1,0,1,0,0,0,1,1,242090,0.7324837870213557,36.9513443110987,23.34887190005594,1,1,1,1,1,0.020909549220481504,1,1,1,1,1,1,1,1,1,1,43,1,0,1
China,Turkey,Cold Conflict,2005,395,5204,23460,83001,81.32,15.1,1548.0,Forest,969.7,55.9,10696.6,15237.8,,NATO,Conventional,2196,172,No,4.51,No,Victory_B,51.567,65.178,Polar,Land,0,1,0,1,1,0,0,1,1,111665,0.7433036313974836,5.366608229349283,419.6779964221825,1,1,1,1,1,0.0031356036769695844,1,1,1,1,1,1,1,1,1,1,36,1,0,1
India,India,Cold Conflict,2002,513,27399,12913,17925,32.29,-9.9,1520.3,Plains,1197.0,723.5,20362.6,10122.6,NATO,,Mixed,2014,153,No,9.23,No,Stalemate,-59.465,68.643,Tropical,Water,0,1,0,1,1,0,0,0,0,58237,0.30779401411473806,22.88972431077694,17.847961299239806,1,1,1,1,1,0.0010592024982614516,1,1,1,1,1,1,1,1,1,1,112,1,0,1
China,Germany,Civil War,1956,921,48058,49600,70561,134.67,6.5,2263.6,Urban,933.3,460.1,12935.9,1541.8,Regional,,Nuclear,450,82,No,4.65,Yes,Victory_B,-25.696,-153.121,Tropical,Water,0,1,0,1,1,1,0,0,0,168219,0.4194591574079028,51.4925533054752,107.8026515974788,1,1,1,1,1,0.009301891875090656,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Iran,Brazil,Skirmish,2018,810,13521,4701,92047,303.51,-3.8,567.5,Plains,1107.6,159.0,20655.0,9537.9,Regional,,Cyber,533,192,Yes,11.7,No,Victory_B,-32.666,94.108,Tropical,,0,1,0,1,1,0,0,0,0,110269,0.8347495669680508,12.207475622968582,29.566037735849058,1,1,1,1,1,0.010052363303955566,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Israel,Germany,Civil War,2021,1204,23311,13030,21381,61.63,21.0,2839.4,Forest,578.1,480.8,24804.7,5697.8,Regional,NATO,Nuclear,2915,10,No,19.97,No,Victory_A,-40.971,57.686,Temperate,Land,0,1,0,1,0,0,0,0,0,57722,0.37041336059041613,40.32347344750043,27.100665557404326,1,1,1,1,1,0.0020204901237603477,1,1,1,1,1,1,1,1,1,1,12,1,0,1
Israel,Ukraine,Cold Conflict,2001,920,11302,4433,16943,235.85,11.6,1028.5,Plains,701.0,903.1,16171.7,20966.2,Regional,NATO,Conventional,4818,177,No,9.96,No,Victory_B,-34.424,-33.284,Tropical,Oil,0,1,0,1,0,0,0,0,0,32678,0.5184833833159924,16.12268188302425,4.908647990255785,1,1,1,1,1,0.006350655260529001,1,1,1,1,1,1,1,1,1,1,3,1,0,1
Ukraine,Japan,Skirmish,1953,693,43971,5499,196035,313.71,3.6,900.7,Desert,66.7,323.6,13225.1,2633.9,Regional,NATO,Cyber,4959,127,Yes,15.14,No,Victory_B,45.756,25.591,Tropical,Oil,0,1,0,0,0,0,0,1,1,245505,0.7984969756216778,659.2353823088456,16.99320148331273,1,1,1,1,1,0.01978119679677155,1,1,1,1,1,1,1,1,1,1,7,1,0,1
France,Turkey,Civil War,1983,235,42285,17939,18293,424.38,11.1,2055.5,Urban,393.6,623.0,9135.3,9022.0,,NATO,Conventional,1543,185,Yes,5.85,Yes,Stalemate,-42.02,96.387,Tropical,Oil,0,1,0,1,0,0,0,0,0,78517,0.23298139256466752,107.43140243902438,28.79454253611557,1,1,1,1,1,0.023372417705275563,1,1,1,1,1,1,1,1,1,1,20,1,0,1
China,Turkey,Proxy War,2018,952,41227,40304,15585,115.01,-0.6,2416.5,Plains,515.8,566.9,4875.5,17390.3,NATO,,Mixed,818,117,Yes,19.26,No,Victory_B,54.13,-85.647,Arid,Oil,0,1,0,1,1,0,0,1,1,97116,0.16047819102928457,79.92826677006592,71.095431292997,1,1,1,1,1,0.005165320805899631,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Israel,Japan,Proxy War,1982,1855,3785,20295,194325,408.69,31.6,1135.4,Forest,876.0,74.4,16419.9,22435.8,NATO,Regional,Cyber,1689,161,No,4.98,Yes,Victory_A,-73.617,158.412,Temperate,Water,0,1,0,1,1,0,0,1,1,218405,0.8897461138710194,4.320776255707763,272.7822580645161,1,1,1,1,1,0.0105181479165219,1,1,1,1,1,1,1,1,1,1,146,1,0,1
Iran,Iran,Civil War,2018,1361,24761,27948,67444,117.53,-7.6,2240.5,Plains,650.4,879.7,1575.3,8389.6,NATO,Regional,Conventional,2293,15,No,11.93,Yes,Victory_A,17.131,-130.404,Arid,Land,0,1,1,1,0,0,0,0,0,120153,0.5613176533253436,38.07041820418204,31.7699215641696,1,1,1,1,1,0.011794398338166966,1,1,1,1,1,1,1,1,1,1,50,1,0,1
Australia,China,Skirmish,1987,1032,42737,23793,156611,338.42,28.9,2651.2,Plains,851.4,866.8,23907.6,15164.9,,NATO,Conventional,1472,186,Yes,19.67,Yes,Stalemate,65.34,144.8,Tropical,Land,0,1,0,1,1,0,0,1,1,223141,0.7018477106403574,50.19614752172892,27.449238578680205,1,1,1,1,1,0.008661334698317232,1,1,1,1,1,-1,1,0,1,1,5,1,0,1
USA,Canada,Civil War,1975,1467,18466,47815,79264,215.39,13.0,2300.4,Mountain,998.9,1353.0,16192.4,9347.5,,,Conventional,2201,0,No,16.16,No,Victory_A,-75.727,86.709,Arid,,0,1,0,1,0,0,0,1,1,145545,0.5446013260503624,18.48633496846531,35.339985218034,1,1,1,1,1,0.008433470765351468,1,1,1,1,1,1,1,1,1,1,102,1,0,1
Japan,USA,Civil War,1950,1965,37812,46829,120345,57.43,17.9,102.6,Plains,60.8,417.9,23984.5,5080.0,NATO,,Nuclear,245,40,No,19.84,No,Stalemate,24.28,57.787,Polar,Oil,0,1,0,1,1,0,0,0,1,204986,0.5870888743621515,621.9078947368421,112.05790859057191,1,1,1,1,1,0.001975950042147637,1,1,1,1,1,1,1,1,1,1,34,1,0,1
USA,China,Cold Conflict,1953,539,24376,40954,100419,357.16,3.6,2482.1,Desert,362.3,587.1,6814.1,8149.7,,NATO,Cyber,814,155,No,7.59,Yes,Victory_A,2.091,-150.153,Tropical,Land,0,1,0,1,1,1,0,0,0,165749,0.6058498090486217,67.28125862544852,69.75642990972577,1,1,1,1,1,0.023868268755262705,1,1,1,1,1,1,1,1,1,1,27,1,0,1
Brazil,UK,Proxy War,1988,820,15510,36550,112745,108.96,33.5,2323.4,Forest,240.1,565.7,23663.4,15901.2,,,Conventional,3114,14,Yes,1.55,Yes,Victory_A,-30.251,150.842,Arid,Water,0,1,0,1,0,0,0,1,1,164805,0.6841115257425442,64.59808413161183,64.61021742973307,1,1,1,1,1,0.002753977040081284,1,1,1,1,1,1,1,1,1,1,23,1,0,1
Turkey,India,Cold Conflict,2003,1682,48339,1954,13396,88.39,2.7,2007.9,Mountain,263.2,1287.7,15307.0,17911.3,NATO,Regional,Cyber,392,79,Yes,4.87,Yes,Victory_B,-71.879,-73.681,Tropical,,0,1,0,1,1,0,0,1,1,63689,0.21033459467097929,183.65881458966567,1.5174341849809738,1,1,1,1,1,0.002660882706219162,1,1,1,1,1,1,1,1,1,1,8,1,0,1
China,India,Cold Conflict,1982,1115,9778,31658,179127,179.23,16.5,2280.1,Plains,704.9,572.7,20258.5,9271.4,,NATO,Mixed,4258,173,Yes,19.15,No,Stalemate,31.767,88.42,Polar,Oil,0,1,0,1,1,0,1,1,1,220563,0.8121353082792672,13.87147113065683,55.27850532565042,1,1,1,1,1,0.006069441481346025,1,1,1,1,1,1,1,1,1,1,83,1,0,1
Ukraine,Japan,Civil War,1982,1878,24675,3085,137895,326.68,34.7,2938.3,Urban,1036.2,620.4,4481.3,3821.8,Regional,,Mixed,4561,31,Yes,7.41,Yes,Victory_B,-34.312,138.529,Tropical,,0,1,0,0,0,0,0,1,1,165655,0.8324228064350608,23.812970469021423,4.972598323662154,1,1,1,1,1,0.03934434127012802,1,1,1,1,1,1,1,1,1,1,75,1,0,1
Brazil,Australia,Cold Conflict,2021,272,41501,43685,122630,117.07,29.6,1293.3,Desert,382.6,354.0,12507.8,3497.5,NATO,,Conventional,4607,38,No,2.5,No,Stalemate,-28.995,-92.058,Tropical,Land,0,1,0,1,0,0,0,0,0,207816,0.5900893097740308,108.47098797699947,123.40395480225989,1,1,1,1,1,0.007314452087745934,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Israel,Brazil,Proxy War,1969,1858,41330,19378,75374,91.91,14.1,201.7,Desert,1154.4,2.6,14228.3,20317.2,NATO,,Cyber,1170,192,No,11.86,Yes,Victory_B,39.167,149.256,Arid,Water,0,1,0,1,1,0,0,0,0,136082,0.5538866271806705,35.8021483021483,7453.076923076923,1,-1,1,0,1,0.0026605491308564068,1,1,1,1,1,1,1,1,1,1,49,1,0,1
Russia,Germany,Cold Conflict,1965,1029,13988,40364,163465,5.08,34.6,1382.7,Desert,1249.5,155.5,9827.4,16335.3,NATO,NATO,Conventional,4943,72,Yes,10.01,No,Victory_A,80.164,40.299,Tropical,Land,0,1,0,0,0,0,0,0,0,217817,0.7504694307606844,11.194877951180473,259.5755627009646,1,1,1,1,1,0.00019416956201003723,1,1,1,1,1,1,1,1,1,1,9,1,0,1
Germany,USA,Proxy War,1970,1618,16827,33426,102796,235.87,21.6,139.3,Mountain,491.4,985.7,6338.3,18203.5,NATO,Regional,Conventional,3227,92,Yes,1.25,Yes,Victory_B,-29.945,57.251,Polar,,0,1,0,1,0,0,0,0,0,153049,0.6716541761135323,34.242979242979246,33.9109262453079,1,1,1,1,1,0.009610949482108078,1,1,1,1,1,1,1,1,1,1,12,1,0,1
Russia,China,Cold Conflict,1994,1923,49071,19380,74833,214.38,-0.6,882.8,Plains,954.2,955.8,22620.3,12211.5,,,Nuclear,2562,88,No,9.06,No,Victory_A,44.412,149.225,Polar,Water,0,1,0,1,1,0,0,0,0,143284,0.522270455877837,51.426325717878846,20.276208411801633,1,1,1,1,1,0.006154720686269443,1,1,1,1,1,1,1,1,1,1,49,1,0,1
Iran,Germany,Proxy War,2011,1243,3181,34122,177085,117.01,8.3,1760.6,Desert,164.8,452.2,2135.6,11438.4,NATO,NATO,Cyber,2193,138,No,12.66,No,Stalemate,82.19,9.625,Arid,Land,0,1,0,1,0,0,0,0,0,214388,0.826002388193369,19.302184466019416,75.4577620521893,1,1,1,1,1,0.00862015618093414,1,1,1,1,1,1,1,1,1,1,48,1,0,1
France,Australia,Cold Conflict,1980,1142,23121,15767,173105,26.92,5.1,928.9,Plains,1041.9,662.7,3858.1,5286.6,Regional,NATO,Nuclear,3583,197,Yes,4.65,No,Stalemate,-72.391,-21.367,Tropical,Land,0,1,0,1,0,0,0,0,0,211993,0.8165599807540815,22.191189173625105,23.792062773502337,1,1,1,1,1,0.0029437816440123785,1,1,1,1,1,1,1,1,1,1,43,1,0,1
Canada,China,Cold Conflict,1991,593,9549,18165,167094,214.69,5.5,2056.2,Urban,231.9,417.0,8019.6,4216.8,,,Conventional,3340,33,No,2.49,Yes,Victory_A,5.256,47.963,Temperate,Water,0,1,0,1,1,0,0,1,1,194808,0.8577368485893803,41.17723156532988,43.56115107913669,1,1,1,1,1,0.017545193030629923,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Japan,Turkey,Skirmish,1961,976,15757,48946,17009,394.12,24.2,2466.0,Plains,962.7,1023.6,22995.1,3856.3,,NATO,Nuclear,2343,49,Yes,17.3,No,Victory_B,-87.99,19.448,Tropical,Land,0,1,0,1,0,0,0,1,0,81712,0.20815792050127277,16.367508050275266,47.81750683860883,1,1,1,1,1,0.01467781940606449,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
China,Israel,Proxy War,2014,1606,35159,21755,89393,357.67,16.3,1261.3,Plains,591.2,1179.7,14109.6,24794.8,NATO,Regional,Nuclear,2361,171,No,12.51,Yes,Victory_A,58.532,-157.869,Temperate,Oil,0,1,0,1,1,0,0,0,1,146307,0.6109960562379106,59.47056833558863,18.441129100618802,1,1,1,1,1,0.009193561653694698,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Turkey,Canada,Proxy War,2022,115,1632,10106,165255,430.41,-8.3,2700.4,Plains,1299.9,1258.8,9335.6,20524.1,,Regional,Nuclear,2616,13,Yes,3.11,No,Victory_B,-38.36,-115.023,Tropical,Land,0,1,0,1,0,0,0,0,0,176993,0.9336809930336228,1.2554811908608354,8.028280902446776,1,1,1,1,1,0.014414411397301381,1,1,1,1,1,-1,1,0,1,1,1,1,0,1
Ukraine,UK,Proxy War,1952,263,37230,6383,51200,4.89,29.5,239.5,Forest,650.8,244.2,10072.9,15657.0,,NATO,Mixed,2524,71,No,12.58,No,Victory_A,-30.102,-175.116,Polar,,0,1,0,0,0,0,0,0,0,94813,0.5400103361353401,57.20651505838968,26.13841113841114,1,1,1,1,1,0.00019005126331621963,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Ukraine,Iran,War,1958,1330,16115,41722,21784,483.21,3.4,2520.3,Mountain,44.2,973.3,20946.1,5368.0,,,Mixed,1142,152,Yes,14.71,No,Victory_A,33.712,-141.061,Polar,Land,0,1,0,0,0,0,0,0,0,79621,0.2735961618166062,364.59276018099547,42.86653652522347,1,1,1,1,1,0.018363158914802332,1,1,1,1,1,1,1,1,1,1,44,1,0,1
Turkey,UK,Cold Conflict,2000,1678,37856,45176,17450,170.77,34.9,2485.7,Plains,673.5,1348.2,679.2,8448.1,NATO,Regional,Nuclear,2581,195,Yes,11.95,No,Stalemate,52.052,82.746,Tropical,Water,0,1,0,1,0,0,0,1,1,100482,0.17366294460699427,56.207869339272456,33.50838154576472,1,1,1,1,1,0.01870980465197813,1,1,1,1,1,1,1,1,1,1,0,1,0,1
Iran,Germany,Proxy War,1965,1446,6444,3425,151124,495.2,32.9,966.0,Desert,1113.9,911.2,293.4,8776.1,Regional,,Cyber,3634,177,No,2.32,Yes,Victory_B,-18.002,-178.304,Tropical,Oil,0,1,0,0,0,0,0,0,0,160993,0.9386991981017808,5.785079450579046,3.758779631255487,1,1,1,1,1,0.05460058437620596,1,-1,1,1,1,1,1,1,1,1,27,1,0,1
UK,Germany,War,1952,207,41298,30883,98379,126.38,32.3,896.1,Forest,906.3,492.0,1161.7,11947.1,NATO,NATO,Mixed,4569,94,Yes,2.49,No,Victory_B,29.794,-70.414,Polar,Land,0,1,0,1,0,0,0,0,0,170560,0.5767999530956848,45.56769281694803,62.770325203252035,1,1,1,1,1,0.00964085194678384,1,1,1,1,1,1,1,1,1,1,105,1,0,1
Israel,Iran,Skirmish,1973,1647,48561,3243,124488,235.82,26.5,915.3,Plains,1352.9,890.7,11735.4,10555.7,Regional,Regional,Nuclear,4823,84,No,0.9,Yes,Victory_A,82.144,-18.244,Tropical,Land,0,1,0,0,0,0,0,0,0,176292,0.7061466203798243,35.89400546973169,3.6409565510272817,1,1,1,1,1,0.010579110048404968,1,1,1,1,1,1,1,1,1,1,29,1,0,1
Germany,Germany,Proxy War,2022,303,9206,35905,167614,177.03,-0.1,2434.2,Forest,1180.7,964.1,14535.4,23354.5,,,Conventional,587,159,Yes,4.68,No,Victory_B,69.642,157.612,Tropical,,0,1,0,1,0,0,0,1,1,212725,0.7879374779645082,7.797069535021597,37.241987345711024,1,1,1,1,1,0.004672221357142669,1,1,1,1,1,1,1,1,1,1,5,1,0,1
India,Iran,Proxy War,1962,112,34306,12517,97803,177.94,14.0,2495.0,Mountain,737.6,556.5,15615.5,18023.0,Regional,NATO,Mixed,1189,54,Yes,1.19,No,Victory_A,36.233,-62.277,Arid,,0,1,0,0,1,0,0,0,0,144626,0.6762477009666312,46.51030368763557,22.49236298292902,1,1,1,1,1,0.005289772136094059,1,1,1,1,1,1,1,1,1,1,119,1,0,1
India,China,War,1951,1441,47687,31400,108913,421.16,0.1,989.2,Forest,289.9,146.5,18281.1,2044.3,NATO,,Conventional,4575,77,Yes,16.11,Yes,Victory_A,79.752,101.927,Arid,Land,0,1,0,1,1,0,0,0,0,188000,0.5793244680851064,164.49465332873405,214.3344709897611,1,1,1,1,1,0.02072087142196464,1,1,1,1,1,1,1,1,1,1,17,1,0,1
India,Iran,Cold Conflict,2020,1579,9752,26626,161997,373.23,1.7,1777.8,Desert,6.3,849.7,4751.2,9005.3,NATO,Regional,Nuclear,60,152,Yes,0.31,Yes,Victory_B,67.669,-32.844,Arid,,0,1,0,1,1,0,0,0,1,198375,0.8166200378071834,1547.936507936508,31.335765564316816,1,-1,1,0,1,0.027131174353941773,1,1,1,1,1,1,1,1,1,1,26,1,0,1
China,Canada,Skirmish,1970,1883,24650,28996,156168,496.08,17.5,416.8,Plains,1372.7,1123.2,6564.5,3332.7,NATO,NATO,Nuclear,1840,179,Yes,11.62,Yes,Victory_B,41.222,-144.543,Temperate,Land,0,1,0,1,1,0,0,0,0,209814,0.7443163945208613,17.957310410140597,25.815527065527064,1,1,1,1,1,0.05012326718667905,1,-1,1,1,1,1,1,1,1,1,44,1,0,1
India,Iran,Proxy War,1968,1309,6489,37543,154786,306.8,-8.2,1406.3,Desert,1313.7,1396.6,6095.2,6991.1,,NATO,Nuclear,1302,183,Yes,16.2,Yes,Victory_A,75.105,-144.416,Polar,Water,0,1,0,0,1,0,0,0,0,198818,0.7785311189127745,4.939483900433888,26.881712730917947,1,1,1,1,1,0.02344436548145771,1,1,1,1,1,1,1,1,1,1,14,1,0,1
